Plot__name,Plot__url,Plot__Price,Plot__Beds,Property__Age,Build__Area,Plot__Area,Plot__Location,Plot__DESC,Plot__Area_Cents,Price_per_sqft,Price_per_cent,Total_Area,Build_to_Plot_Ratio,House_Size_Category,Standardized_Location_Name
"3 Bedroom House for sale in MEDICAL COLLEGE, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-trivandrum-1750-sq-ft-r4-spid-U58294022,12000000.0,3.0,0.3511226825415282,1102.0,1102.0,87,"An impeccable opportunity is here for those who are looking to rent aesthetically designed independent house in ulloor, trivandrum, kerala which ensures a relaxed and comfortable stay. Being an independent twin house it provides you a serene and tranquil environment with a modern setup. This house provides ample natural light and has good ventilation that invites comfort. Basic details: You will love this house is which is constructed on a built up area of 3130 sq. Ft. (1750 & 1380 sqft) and features 3 bedrooms, 3 bathrooms,living / dining, study room and a modular kitchen for each house unit. Ground floor can be used for commercial purpose as well. Furnishings and amenities: The house is a semi-Furnished unit and awaits your personal touch. It consists of exhaust fan, chimney and comes with basic facilities like lights, fans and bathroom fixtures. It has spacious interiors and 24*7 water facility. Apart from this, you will love the convenience of your own covered and open parking spots. The amenities include water storage, visitor parking and park. There is plenty of room for the whole family to enjoy. The property is a quality construction. Location: The property is close to all basic facilities. The prime location provides the residents with access to the very best. The house is situated in a family friendly neighborhood. Moreover, the property has great connectivity with other parts of the city. -Major banks and atms located within a close radius -Several schools located within proximity -Close to medical college -Located just 300 m from the main road -400 m away from medical college bus stand -Ulloor junction is 500 m away -National highway 47 at a distance of 500 m -Technopark near by -S. Thomas college near by -Easy access to public transport",2.529843893480257,10889.29219600726,4743375.680580762,2204.0,1.0,Medium,medical college
"3 Bedroom House for sale in Puliyarakonam, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-puliyarakonam-trivandrum-1036-sq-ft-r5-spid-F38209571,5000000.0,3.0,2.875843421451115,1036.0,4356.0,76,Walkable distance from st marys school puliyarakkonam.Half kilometre from puliyarakonam junction.3kms from vattiyoorkavu.Price negotiable.,10.0,1147.842056932966,500000.0,5392.0,0.23783287419651056,Medium,puliyarakonam
"3 Bedroom House for sale in Kattakkada, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-kattakkada-trivandrum-3049-sq-ft-spid-K75564725,4100000.0,3.0,6.062003397941695,1200.0,3049.0,30,"1200 sq feet, villa type, gated house in 7 cents of plot. Located in aamachal, 4 km from kattakkada town. All bedrooms, with built in rose wood cupboards. Villa type house and modern type kitchen. Owner abroad, very rarely used, for immediate sale. Rose wood annu door and windows 3 bedroom house and one attached bathroom and one common bathroom",6.999540863177226,1344.7031813709414,585752.7058051821,4249.0,0.3935716628402755,Medium,kattakkada
"4 Bedroom House for sale in Peyad, Trivandrum",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-peyad-trivandrum-2000-sq-ft-spid-X75506417,8800000.0,4.0,0.4739237437211241,1000.0,2000.0,68,"2bhk house located at300mtrs distance fromthachotkav junction, a villa project",4.591368227731864,4400.0,1916640.0000000002,3000.0,0.5,Medium,peyad
"3 Bedroom House for sale in Andoorkonam, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-andoorkonam-trivandrum-1525-sq-ft-spid-M75387679,3000000.0,3.0,2.631604948510251,1100.0,1524.0,3,"3.50 cents of land with 1100sqft house at thiruvalloor jn, kaniyapuram. 3.50 km from kaniyapuram nh. Location details - Kaniyapuram - Pachira - Keezhavoor - Thiruvalloor jn (Way to vavarambalam). 6 years old building. Ready to move condition. 2 km from technocity.",3.49862258953168,1968.5039370078741,857480.31496063,2624.0,0.7217847769028871,Medium,andoorkonam
"3 Bedroom House for sale in Mudavanmugal, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-mudavanmugal-trivandrum-1200-sq-ft-spid-U75362629,9000000.0,3.0,8.578687405501407,1200.0,2178.0,50,"5 cents,1200 sqft., single storied house, 3bhk, red brick construction, 1 km from poojappura junction",5.0,4132.231404958678,1800000.0,3378.0,0.5509641873278237,Medium,mudavanmugal
"4 Bedroom House for sale in Chittattumukku, Trivandrum",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-chittattumukku-trivandrum-1800-sq-ft-spid-M75351429,6000000.0,4.0,2.873129074392667,1800.0,3048.0,12,"Sale 7cent with 4bedroom all attached bathrooms, spacious living dining rooms, kitchen and outside toilet near st vincent high school chittattumukku. All are available nearby schools, market, hospitals, etc.",6.99724517906336,1968.5039370078741,857480.31496063,4848.0,0.5905511811023622,Medium,chittattumukku
"2 Bedroom House for sale in Dhanuvachapuram, Trivandrum",https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-dhanuvachapuram-trivandrum-4356-sq-ft-spid-B75121841,6000000.0,2.0,0.3960930324209603,1500.0,4356.0,13,"10cent with 1500sqft house and one shop near dhanuvachapuram. 200meter away from manchavilakom junction. 1.5km away from dhanuvachapuram railway station. 1km away from govt hospital. 250meter away from manchavilakom govt school and 1km away from dhanuvachapuram school,college and iti.",10.0,1377.4104683195592,600000.0,5856.0,0.3443526170798898,Small,dhanuvachapuram
"3 Bedroom House for sale in Chempazhanthy, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-chempazhanthy-trivandrum-1600-sq-ft-spid-A75081185,7500000.0,3.0,3.477086679527006,1600.0,1960.0,9,"House for sale near gandhipuram, 4.5 cent 1600 sqft.",4.499540863177226,3826.530612244898,1666836.7346938779,3560.0,0.8163265306122449,Medium,chempazhanthy
"2 Bedroom House for sale in Nettayam, Trivandrum",https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-nettayam-trivandrum-11-sq-ft-spid-J74113575,7500000.0,2.0,2.3955742501286297,600.0,4574.0,55,10.5 cents land 600sqrft home Calm and quite residential area in nettayam trivandrum,10.500459136822773,1639.702667249672,714254.4818539572,5174.0,0.13117621337997376,Small,nettayam
"5 Bedroom House for sale in Palkulangara, Trivandrum",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-palkulangara-trivandrum-1600-sq-ft-r1-spid-Y71900212,12000000.0,5.0,2.699092361698412,1600.0,2614.0,59,"House for selling. Only two year old. Only small car can be parked(Like alto,climber). Built with red bricks. 2.8 kms away from trivandrum international airport. 2.7 kms away from trivandrum central railway station 1.8 kms away from padmanabhaswamy temple. Total 6 cents",6.000918273645546,4590.665646518745,1999693.9556235657,4214.0,0.612088752869166,Large,palkulangara
"3 Bedroom House for sale in Pidaram, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-pidaram-trivandrum-3049-sq-ft-spid-P73761359,5600000.0,3.0,6.612163333896998,1400.0,3049.0,69,"2 floor, 3bhk, east facing house (1400 sq ft)in 7cent. Hospital facility in 1.5 km. Super market, local market, petrol pump, schools all within 2 kms. Bus stop in 300 mtrs.",6.999540863177226,1836.6677599212858,800052.4762217121,4449.0,0.45916693998032143,Medium,pidaram
"4 Bedroom House for sale in tollmukku junction, Trivandrum",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-trivandrum-2250-sq-ft-spid-X73358423,8800000.0,4.0,0.4099966194792364,2250.0,4356.0,6,"2250 sqft,10 cent,4bhk house,4 bedroom with attached bathroom,750 m from tollmukku junction, 4 km from attinghal town,lorry site.",10.0,2020.20202020202,880000.0,6606.0,0.5165289256198347,Medium,tollmukku junction
"2 Bedroom House for sale in Karyavattom, Trivandrum",https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-karyavattom-trivandrum-1150-sq-ft-spid-M73182927,5500000.0,2.0,6.570719167425869,1150.0,2287.0,28,"Two stories house at mangattukonam, 3.5 km from karyavattom, 2 km from chenkottukonam, 1.5 km from st. Thomas public school. House in 5.25 cents fully constructed with redbrick and lorry access site",5.250229568411386,2404.897245299519,1047573.2400524705,3437.0,0.5028421512898994,Small,karyavattom
"3 Bedroom House for sale in Gandhipuram, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-gandhipuram-trivandrum-1675-sq-ft-spid-J72273536,8500000.0,3.0,0.4503954547066729,1675.0,2178.0,14,"3bhk house for sale @gandhipuram, sreekariyam. 5 cent and 1675 sq. Ft. New house with red bricks and guaranteed construction with water, electricity connections, water well facility as well. 2.5 km from sreekariyam. (Brokers excuse please).",5.0,3902.6629935720844,1700000.0,3853.0,0.7690541781450873,Medium,gandhipuram
"3 Bedroom House for sale in Chirayinkeezhu, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-chirayinkeezhu-trivandrum-4574-sq-ft-spid-A70062498,6800000.0,3.0,6.975314429775177,1550.0,4573.0,11,"We are proud owners of house/villa available for sale in chirayinkeezhu,anathalavattom trivandrum. Available at price of 68 lakhs. It has plot area of 10.5 cents with 1550 sq ft house. It has 3 bhk, 3 bathroom, 1 balcony.It is a freehold.Lake side and road side property.Near temple and railway station",10.498163452708907,1486.988847583643,647732.3420074349,6123.0,0.3389459873168598,Medium,chirayinkeezhu
"4 Bedroom House for sale in Malayinkeezh, Trivandrum",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-malayinkeezh-trivandrum-3600-sq-ft-spid-W69800474,9500000.0,4.0,0.6281905570662941,2000.0,3600.0,42,"9 cent,2000sq.Feet building.6 plus car parking.Silent area.Plenty of water.Lorry access.Calm area.Best suited for residential purpose and for shooting serials etc.Fast developing area.Tvpm central 13.5km.Malyankeehu 2 km.",8.264462809917354,2638.8888888888887,1149500.0000000002,5600.0,0.5555555555555556,Medium,malayinkeezh
"3 Bedroom House for sale in Varkala, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-varkala-trivandrum-2614-sq-ft-spid-Y67733846,5900000.0,3.0,7.798060713447919,1450.0,2613.0,15,House / flat in first floor for sale in varkala,5.9986225895316805,2257.941063911213,983559.1274397244,4063.0,0.5549177190968235,Medium,varkala
"3 Bedroom House for sale in Parottukonam, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-parottukonam-trivandrum-1300-sq-ft-r5-spid-R54492934,13000000.0,3.0,9.203907197622366,1300.0,2178.0,62,"5 cents land, roadside property with cellar floor house of 1000 sqft, for sale @ plot 21, tilak nagar, parottukonam. (Parattukonam to kariyam rd), trivandrum.",5.0,5968.778696051423,2600000.0,3478.0,0.5968778696051423,Medium,parottukonam
"4 Bedroom House for sale in Kakkamoola, Trivandrum",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-trivandrum-2000-sq-ft-r6-spid-R43410971,6800000.0,4.0,0.6419841867555133,2000.0,2613.0,17,"Independent home easily accessible quality construction, branded fittings & fixtures, ready to move in Constructed for own use selling as owner has settled elsewhere Vellayini fresh water lake is just about 500 meters from this property All amenities near by - School, hospital, market Pollution free location. The property is easily accessible from both kakkamoola jn and vellayini lake side road",5.9986225895316805,2602.372751626483,1133593.570608496,4613.0,0.7654037504783774,Medium,kakkamoola
"3 Bedroom House for sale in Parottukonam, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-parottukonam-trivandrum-1000-sq-ft-spid-P65497460,13000000.0,3.0,7.459654030253441,1000.0,2178.0,62,"5 cents land, roadside property with cellar floor house of 1000 sqft, for sale @ plot 21, tilak nagar, parottukonam. (Parattukonam to kariyam rd), trivandrum.",5.0,5968.778696051423,2600000.0,3178.0,0.4591368227731864,Medium,parottukonam
"3 Bedroom House for sale in Moongod, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-trivandrum-4792-sq-ft-r2-spid-J59748108,4800000.0,3.0,9.418045256800331,1100.0,4791.0,49,"Sale of 11cent land with 3 bhk house of 1100 sq ft.. Built on chudu katta & floor is vitrified tile, ready to occupy. Contact for any query (Owner). House situvated at moongod to manali root, road side. Just 500 meter from moongod junction.",10.99862258953168,1001.8785222291797,436418.2842830307,5891.0,0.229597161344187,Medium,moongod
"4 Bedroom House for sale in Kazhakuttam, Trivandrum",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-kazhakuttam-trivandrum-2200-sq-ft-spid-T76791083,9000000.0,4.0,0.0,2200.0,2613.0,32,600m from mc road. 1 km from kinfra. 5 km from technopark.,5.9986225895316805,3444.316877152698,1500344.4316877152,4813.0,0.8419441255262151,Medium,kazhakkoottam
"4 Bedroom House for sale in Vettamukku, Trivandrum",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-vettamukku-trivandrum-3000-sq-ft-spid-M76362011,26500000.0,4.0,0.5630557056459593,3000.0,5000.0,94,"Brand new posh house for sale in trivandrum Location - Vettamukku, Near ptp nagar Land area",11.478420569329659,5300.0,2308680.0000000005,8000.0,0.6,Medium,vettamukku
"4 Bedroom House for sale in Kazhakootam, Trivandrum",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-kazhakootam-trivandrum-2000-sq-ft-spid-W76916961,14800000.0,4.0,2.690037944880547,2000.0,4000.0,32,6.25 cent 2000 sqft 4 bhk house Red bricks house 500 meters from main road,9.182736455463727,3700.0,1611720.0000000002,6000.0,0.5,Medium,kazhakkoottam
"3 Bedroom House for sale in Kariavattom, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-kariavattom-trivandrum-1835-sq-ft-spid-J76819845,8200000.0,3.0,0.5737789863899816,1835.0,2600.0,25,4.1 cent 1835 sqft 3 bhk house Wardrobes done in all bedroom 400 meters from pullanivila junction,5.968778696051423,3153.846153846154,1373815.3846153847,4435.0,0.7057692307692308,Medium,karyavattom
"3 Bedroom House for sale in Kariavattom, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-kariavattom-trivandrum-1742-sq-ft-spid-A76041169,8000000.0,3.0,0.59106153344391,1450.0,1742.0,25,"1450 sqft villas for sale in kariyavattom, chenkottukonam.",3.9990817263544534,4592.422502870264,2000459.2422502872,3192.0,0.8323765786452354,Medium,karyavattom
"4 Bedroom House for sale in Kazhakuttam, Trivandrum",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-kazhakuttam-trivandrum-5227-sq-ft-spid-Z76540097,16000000.0,4.0,6.85419786940809,2850.0,5227.0,32,2850sqft red brick house just 100m away from national highway.,11.999540863177225,3061.029271092405,1333384.3504878518,8077.0,0.5452458389133346,Medium,kazhakkoottam
"3 Bedroom House for sale in Kazhakootam, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-kazhakootam-trivandrum-1950-sq-ft-r1-spid-E75619833,15500000.0,3.0,0.7110055117352714,1950.0,2613.0,32,"The perfect combination of comfort and style, specifically designed to suit your requirements and conveniences in 6 cents of land. This eco-Friendly villa is just a stones throw away from all the urban conveniences.",5.9986225895316805,5931.879066207424,2583926.521239954,4563.0,0.746268656716418,Medium,kazhakkoottam
"3 Bedroom House for sale in Menamkulam, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-menamkulam-trivandrum-1830-sq-ft-spid-O76290525,7500000.0,3.0,0.6592304315711673,1400.0,1829.0,48,"4.2 cents with 1400sqft house for sale in menamkulam,kazhakootom.",4.19880624426079,4100.601421541826,1786221.9792236194,3229.0,0.7654455986878076,Medium,menamkulam
"3 Bedroom House for sale in Mangalapuram, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-icloudhomes-under-the-blue-sky-mangalapuram-trivandrum-1750-sq-ft-spid-S77096437,17900000.0,3.0,3.377621137616007,1750.0,1850.0,43,"Villa for sale near technopark Land area : 4.24 cent 3 bhk, 1750 sqft Fully furnished",4.247015610651974,9675.675675675675,4214724.324324325,3600.0,0.9459459459459459,Medium,mangalapuram
"4 Bedroom House for sale in Chanthavila, Trivandrum",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-chanthavila-trivandrum-1850-sq-ft-spid-S76864853,8500000.0,4.0,0.4500089866092579,1850.0,1960.0,8,This property is situated very close to chanthavila kinfra it park with a walking distance of 1 km. 4kms to technopark. 4.5 cents of land 1850sqft house with 4 bedrooms attached. Borewell water. In a residential area. Neighborhood already occupied. Price is negotiable.,4.499540863177226,4336.734693877551,1889081.6326530615,3810.0,0.9438775510204082,Medium,chanthavila
"4 Bedroom House for sale in Mannanthala, Trivandrum",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-mannanthala-trivandrum-2100-sq-ft-spid-I76498669,13500000.0,4.0,0.6566117203891525,1742.0,1742.0,45,Architect designed posh new house for sale. St thomas school is on walkable distance only. Hardly 100 mtrs from the main road as well as bus route. Completely red bricks construction.All electric and sanitary fittings pertaining to branded companies only.4 cents square land. Appx 2100 sq fts.Two storeyed beautiful house.Four bed rooms ( All att) and a beautiful home theatre.,3.9990817263544534,7749.7129735935705,3375774.9712973596,3484.0,1.0,Medium,mannanthala
"3 Bedroom House for sale in Thachottukavu, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-thachottukavu-trivandrum-1400-sq-ft-spid-D77041661,4200000.0,3.0,0.4611821462909043,1400.0,1740.0,82,"This project is located at moongodu, near thachottukavu.",3.9944903581267215,2413.793103448276,1051448.275862069,3140.0,0.8045977011494253,Medium,thachottukavu
"3 Bedroom House for sale in Mannanthala, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-mannanthala-trivandrum-1960-sq-ft-spid-M77041463,9000000.0,3.0,0.0,1600.0,1960.0,5,"It is an independent house located in an good residential area near aruviyode, mannanthala. The house is under construction now and will be ready by 2025 january.",4.499540863177226,4591.836734693878,2000204.0816326533,3560.0,0.8163265306122449,Medium,mannanthala
"3 Bedroom House for sale in Kazhakootam, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-kazhakootam-trivandrum-5-sq-ft-spid-G76517109,9600000.0,3.0,0.3514403281122533,2200.0,2222.0,32,3 bhk 2200 sqft villa 5.1 cents Semi furnished,5.1010101010101,4320.4320432043205,1881980.1980198023,4422.0,0.9900990099009901,Medium,kazhakkoottam
"5 Bedroom House for sale in Pothencode, Trivandrum",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-pothencode-trivandrum-2500-sq-ft-spid-S76288301,10000000.0,5.0,0.4555180624990154,2500.0,2744.0,71,"6 .3 cent 2500 sqft villa Pothencode and kattaikonam Ready to move We have 20 villas for sale in kattaikonam And chenkottukonam ,pothencode and chanthavila",6.299357208448117,3644.314868804665,1587463.556851312,5244.0,0.9110787172011662,Large,pothencode
"4 Bedroom House for sale in Pothencode, Trivandrum",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-pothencode-trivandrum-2100-sq-ft-spid-E77102389,7500000.0,4.0,0.5236118873290657,2100.0,4000.0,71,5.350 cent 2100 sqft 4 bedroom 12 x 13 ft bedroom 16 x 12 ft living room 4 bathroom 2 car parking West facing 200 meters from main road,9.182736455463727,1875.0,816750.0000000001,6100.0,0.525,Medium,pothencode
"4 Bedroom House for sale in Pothencode, Trivandrum",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-pothencode-trivandrum-1800-sq-ft-spid-C77102381,7000000.0,4.0,0.3875837619954302,1800.0,3000.0,71,5 cent 1800 sqft 4 bedroom 12 x 13 ft bedroom 16 x 12 ft living room 4 bathroom 3 car parking East facing Smart switches 100 meters from main road,6.887052341597796,2333.3333333333335,1016400.0,4800.0,0.6,Medium,pothencode
"4 Bedroom House for sale in Pothencode, Trivandrum",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-pothencode-trivandrum-1900-sq-ft-spid-X77102367,7500000.0,4.0,0.6202648204820977,1900.0,4500.0,71,5.5 cent 1900 sqft 4 bedroom 12 x 13 ft bedroom 16 x 12 ft living room 4 bathroom 3 car parking East facing Smart switches 100 meters from main road,10.330578512396693,1666.6666666666667,726000.0000000001,6400.0,0.4222222222222222,Medium,pothencode
"3 Bedroom House for sale in Pothencode, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-pothencode-trivandrum-1520-sq-ft-r1-spid-H75618725,6000000.0,3.0,0.5675396163291022,1520.0,6000.0,71,5.75 cent 1519 sqft 3 bhk Modular kitchen 3 bathroom Well water 400 meters from main road 10 kms from technopark 5 kms from technocity Location : Pothencode Price : 60 lakhs,13.774104683195592,1000.0,435600.0,7520.0,0.25333333333333335,Medium,pothencode
"4 Bedroom House for sale in Chanthavila, Trivandrum",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-chanthavila-trivandrum-1700-sq-ft-r2-spid-E74036243,8500000.0,4.0,0.5693429752224588,1700.0,2500.0,8,4.25 cent 1700 sqft 4 bhk Modular kitchen 4 bathroom Well water 600 meters from main road Location : Chanthavila,5.739210284664829,3400.0,1481040.0000000002,4200.0,0.68,Medium,chanthavila
"3 Bedroom House for sale in Chanthavila, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-chanthavila-trivandrum-1800-sq-ft-r1-spid-K75769483,8800000.0,3.0,0.5924108590422199,1800.0,2500.0,8,5 cent 1800 sqft 3 bhk Open well Sanitary items are fully jaquar Foundation done in pillar and beam All branded materials used 200 meters from chanthavila bypass main very near to st thomas school and college 350 meters from bus stop,5.739210284664829,3520.0,1533312.0000000002,4300.0,0.72,Medium,chanthavila
"4 Bedroom House for sale in Chanthavila, Trivandrum",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-chanthavila-trivandrum-1500-sq-ft-r1-spid-V75711211,6800000.0,4.0,0.5559941168706026,1500.0,2200.0,8,3.9 cent 1500 sqft 4 bhk 12 x 11 feet bedrooms 4 bathroom Semi furnished Modular kitchen Well water 300 km meters from main road,5.05050505050505,3090.909090909091,1346400.0,3700.0,0.6818181818181818,Medium,chanthavila
"4 Bedroom House for sale in Kattaikonam, Trivandrum",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-kattaikonam-trivandrum-2000-sq-ft-r1-spid-Q75945195,8600000.0,4.0,0.3754222099966798,2000.0,5500.0,29,5.5 cent 2000 sqft 4 bedroom Red bricks house 2 car parking East facing 12 x 13 feet bedrooms 400 meters from the main road,12.626262626262626,1563.6363636363637,681120.0,7500.0,0.36363636363636365,Medium,kattakkada
"5 Bedroom House for sale in Vazhuthacaud, Trivandrum",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-vazhuthacaud-trivandrum-4300-sq-ft-r1-spid-U75842725,45000000.0,5.0,0.4787453825327789,4300.0,6500.0,91,10 cent 4300 sqft 5 bhk Redbrick house New house,14.921946740128558,6923.076923076923,3015692.307692308,10800.0,0.6615384615384615,Large,vazhuthacaud
"3 Bedroom House for sale in Pothencode, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-pothencode-trivandrum-1600-sq-ft-r1-spid-H75629493,6900000.0,3.0,0.6302739742872491,1600.0,2500.0,71,4.1 cent 1600 sqft 3 bedroom 2 car parking East facing,5.739210284664829,2760.0,1202256.0000000002,4100.0,0.64,Medium,pothencode
"3 Bedroom House for sale in Chenkottukonam, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-chenkottukonam-trivandrum-1400-sq-ft-r1-spid-J75752271,7500000.0,3.0,0.4367892233312032,1400.0,2200.0,10,3.25 cent 1400 sqft 3 bhk Column pillar construction Team wood used with mrf polish 12 x 11 feet bedrooms 3 bathroom Semi furnished Jaguar sanitary ware used Kwa water available 600 meters from main road,5.05050505050505,3409.090909090909,1485000.0,3600.0,0.6363636363636364,Medium,chenkottukonam
"4 Bedroom House for sale in Kattaikonam, Trivandrum",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-kattaikonam-trivandrum-1750-sq-ft-r1-spid-C75945377,8000000.0,4.0,0.4907568946408723,1750.0,4500.0,29,4.5 cent 1750 sqft 4 bedroom 2 car parking East facing 12 x 11 feet bedrooms 400 meters from the main road,10.330578512396693,1777.7777777777778,774400.0000000001,6250.0,0.3888888888888889,Medium,kattakkada
"3 Bedroom House for sale in Kariavattom, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-kariavattom-trivandrum-1900-sq-ft-r1-spid-E75974983,8000000.0,3.0,0.5488181104404775,1900.0,2500.0,25,4.5 cent 1900 sqft 3 bhk house Wardrobes done in all bedroom 300 meters from main road,5.739210284664829,3200.0,1393920.0000000002,4400.0,0.76,Medium,karyavattom
"3 Bedroom House for sale in Pothencode, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-pothencode-trivandrum-1450-sq-ft-spid-R76981497,5700000.0,3.0,0.481785603788992,1450.0,2500.0,71,4.6 cent 1450 sqft 3 bhk 800 meters from main road. Modular kitchen done. Car porch available. 4 kms from technocity. 12 kms from technopark. Easy access to main road. All branded materials used for construction. Already families living nearby. Private compound with more than 10 villas already constructed and families living.,5.739210284664829,2280.0,993168.0000000001,3950.0,0.58,Medium,pothencode
"3 Bedroom House for sale in Vattiyoorkavu, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-vattiyoorkavu-trivandrum-1960-sq-ft-spid-E77001315,7300000.0,3.0,0.4157480794568591,1600.0,1960.0,89,Vattiyoorkkavu vellaikkadavu 4.5 cents 1600sqf 3 bhk 2 car parking new house at 73 lakhs only,4.499540863177226,3724.4897959183672,1622387.755102041,3560.0,0.8163265306122449,Medium,vattiyoorkavu
"4 Bedroom House for sale in Vattiyoorkavu, Trivandrum",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-vattiyoorkavu-trivandrum-2505-sq-ft-spid-U76914303,11000000.0,4.0,3.1722359751452465,2000.0,2504.0,89,Vattiyoorkavu 5.75 cents 2000 sqf 4 bhk all attached 2 kitchen 2 work area used for two separate family or single 3 years old house with 3 car parking at 110 lakhs only,5.748393021120293,4392.97124600639,1913578.2747603836,4504.0,0.7987220447284346,Medium,vattiyoorkavu
"5 Bedroom House for sale in Pettah, Trivandrum",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-pettah-trivandrum-3136-sq-ft-spid-U76735725,18500000.0,5.0,7.000302920585271,2780.0,3136.0,67,"Pettah palkulangara 2 storey building in 7.2 cents,construction completed in 2014.Ground floor 3bhk, 1st floor 2bhk,tiled floors,area 2780 sq.Ft.Pipeline gas in both floors.Car porch,sun roof at 1.85 crore.",7.1992653810835625,5899.234693877551,2569706.6326530613,5916.0,0.8864795918367347,Large,pettah
"3 Bedroom House for sale in Vattiyoorkkavu, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-trivandrum-2178-sq-ft-spid-F76735639,8500000.0,3.0,0.546415765418623,1650.0,2178.0,89,Vattiyoorkkavu kulasekharam 5 cent 1650 sqf 3 bhk 4 years old house at 85 lakhs only,5.0,3902.6629935720844,1700000.0,3828.0,0.7575757575757576,Medium,vattiyoorkavu
"3 Bedroom House for sale in Vattiyoorkkavu, Trivandrum",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-trivandrum-1960-sq-ft-spid-V76735565,8500000.0,3.0,0.4933877650773775,1700.0,1960.0,89,Vattiyoorkkavu munnamude 4.5 cents 1700 sqf 3 bhk new house at 85 lakhs only,4.499540863177226,4336.734693877551,1889081.6326530615,3660.0,0.8673469387755102,Medium,vattiyoorkavu
